participant_id	run	onset	duration	trial_type	trial_code	valence	arousal
2711a	R1	5.511	15	NEU	NEU24	6	1
2711a	R1	22.5361	11	Q	Q_NEU24	6	1
2711a	R1	40.5944	15	CON	NEU5	7	2
2711a	R1	57.6194	11	Q	Q_NEU5	7	2
2711a	R1	75.4445	15	CON	NEU3	4	6
2711a	R1	92.4695	11	Q	Q_NEU3	4	6
2711a	R1	109.0278	15	NEU	NEU6	6	0
2711a	R1	126.0529	11	Q	Q_NEU6	6	0
2711a	R1	143.3612	15	CON	NEU2	7	2
2711a	R1	160.3862	11	Q	Q_NEU2	7	2
2711a	R1	178.1946	15	NEU	NEU12	7	4
2711a	R1	195.2196	11	Q	Q_NEU12	7	4
2711a	R1	213.0363	15	NEU	NEU30	6	4
2711a	R1	230.0613	11	Q	Q_NEU30	6	4
2711a	R1	246.6197	15	CON	NEU22	none	none
2711a	R1	263.6447	11	Q	Q_NEU22	none	none
2711a	R2	7.2683	15	CON	NEU16	7	6
2711a	R2	24.2934	11	Q	Q_NEU16	7	6
2711a	R2	41.3517	15	NEU	NEU14	6	4
2711a	R2	58.3767	11	Q	Q_NEU14	6	4
2711a	R2	75.1851	15	NEU	NEU15	3	6
2711a	R2	92.2101	11	Q	Q_NEU15	3	6
2711a	R2	110.2685	15	CON	NEU26	none	6
2711a	R2	127.2935	11	Q	Q_NEU26	none	6
2711a	R2	143.8602	15	CON	NEU25	6	1
2711a	R2	160.8852	11	Q	Q_NEU25	6	1
2711a	R2	177.7019	15	NEU	NEU29	2	7
2711a	R2	194.7269	11	Q	Q_NEU29	2	7
2711a	R2	212.2853	15	CON	NEU4	none	0
2711a	R2	229.3186	11	Q	Q_NEU4	none	0
2711a	R2	247.627	15	NEU	NEU21	4	4
2711a	R2	264.6515	11	Q	Q_NEU21	4	4
2711a	R3	6.2636	15	CON	NEU17	2	7
2711a	R3	23.2886	11	Q	Q_NEU17	2	7
2711a	R3	40.097	15	NEU	NEU1	4	1
2711a	R3	57.122	11	Q	Q_NEU1	4	1
2711a	R3	75.4304	15	CON	NEU27	none	0
2711a	R3	92.4554	11	Q	Q_NEU27	none	0
2711a	R3	109.5137	15	CON	NEU10	6	0
2711a	R3	126.5388	11	Q	Q_NEU10	6	0
2711a	R3	143.5971	15	NEU	NEU11	6	1
2711a	R3	160.6221	11	Q	Q_NEU11	6	1
2711a	R3	178.6805	15	CON	NEU18	9	6
2711a	R3	195.7055	11	Q	Q_NEU18	9	6
2711a	R3	213.7639	15	NEU	NEU23	4	1
2711a	R3	230.7889	11	Q	Q_NEU23	4	1
2711a	R3	248.6056	15	NEU	NEU9	6	1
2711a	R3	265.6306	11	Q	Q_NEU9	6	1
2711b	R1	5.5259	15	NEU	NEU24	6	2
2711b	R1	22.5509	11	Q	Q_NEU24	6	2
2711b	R1	40.6176	15	CON	NEU5	6	6
2711b	R1	57.642	11	Q	Q_NEU5	6	6
2711b	R1	75.451	15	CON	NEU3	6	3
2711b	R1	92.476	11	Q	Q_NEU3	6	3
2711b	R1	109.0427	15	NEU	NEU6	4	none
2711b	R1	126.0677	11	Q	Q_NEU6	4	none
2711b	R1	143.3761	15	CON	NEU2	6	3
2711b	R1	160.4011	11	Q	Q_NEU2	6	3
2711b	R1	178.2178	15	NEU	NEU12	none	2
2711b	R1	195.2428	11	Q	Q_NEU12	none	2
2711b	R1	213.0512	15	NEU	NEU30	none	3
2711b	R1	230.0762	11	Q	Q_NEU30	none	3
2711b	R1	246.6346	15	CON	NEU22	6	6
2711b	R1	263.6596	11	Q	Q_NEU22	6	6
2711b	R2	7.2682	15	CON	NEU16	none	4
2711b	R2	24.2933	11	Q	Q_NEU16	none	4
2711b	R2	41.3516	15	NEU	NEU14	7	none
2711b	R2	58.3767	11	Q	Q_NEU14	7	none
2711b	R2	75.185	15	NEU	NEU15	none	2
2711b	R2	92.21	11	Q	Q_NEU15	none	2
2711b	R2	110.2684	15	CON	NEU26	6	4
2711b	R2	127.2934	11	Q	Q_NEU26	6	4
2711b	R2	143.8679	15	CON	NEU25	none	1
2711b	R2	160.8935	11	Q	Q_NEU25	none	1
2711b	R2	177.7018	15	NEU	NEU29	6	6
2711b	R2	194.7269	11	Q	Q_NEU29	6	6
2711b	R2	212.2852	15	CON	NEU4	none	2
2711b	R2	229.3102	11	Q	Q_NEU4	none	2
2711b	R2	247.6186	15	NEU	NEU21	none	3
2711b	R2	264.6436	11	Q	Q_NEU21	none	3
2711b	R3	6.2628	15	CON	NEU17	7	6
2711b	R3	23.2878	11	Q	Q_NEU17	7	6
2711b	R3	40.0962	15	NEU	NEU1	6	none
2711b	R3	57.1212	11	Q	Q_NEU1	6	none
2711b	R3	75.4296	15	CON	NEU27	none	1
2711b	R3	92.4546	11	Q	Q_NEU27	none	1
2711b	R3	109.513	15	CON	NEU10	6	6
2711b	R3	126.538	11	Q	Q_NEU10	6	6
2711b	R3	143.6047	15	NEU	NEU11	none	3
2711b	R3	160.6297	11	Q	Q_NEU11	none	3
2711b	R3	178.6881	15	CON	NEU18	4	6
2711b	R3	195.7131	11	Q	Q_NEU18	4	6
2711b	R3	213.7714	15	NEU	NEU23	none	none
2711b	R3	230.7965	11	Q	Q_NEU23	none	none
2711b	R3	248.6132	15	NEU	NEU9	none	2
2711b	R3	265.6465	11	Q	Q_NEU9	none	2
2711c	R1	5.5154	15	NEU	NEU24	8	4
2711c	R1	22.5405	11	Q	Q_NEU24	8	4
2711c	R1	40.5988	15	CON	NEU5	5	3
2711c	R1	57.6239	11	Q	Q_NEU5	5	3
2711c	R1	75.4322	15	CON	NEU3	9	4
2711c	R1	92.4656	11	Q	Q_NEU3	9	4
2711c	R1	109.0323	15	NEU	NEU6	5	4
2711c	R1	126.0573	11	Q	Q_NEU6	5	4
2711c	R1	143.3657	15	CON	NEU2	7	4
2711c	R1	160.399	11	Q	Q_NEU2	7	4
2711c	R1	178.2074	15	NEU	NEU12	5	3
2711c	R1	195.2324	11	Q	Q_NEU12	5	3
2711c	R1	213.0408	15	NEU	NEU30	8	6
2711c	R1	230.0658	11	Q	Q_NEU30	8	6
2711c	R1	246.6242	15	CON	NEU22	none	0
2711c	R1	263.6486	11	Q	Q_NEU22	none	0
2711c	R2	7.264	15	CON	NEU16	8	2
2711c	R2	24.2891	11	Q	Q_NEU16	8	2
2711c	R2	41.3474	15	NEU	NEU14	9	4
2711c	R2	58.3725	11	Q	Q_NEU14	9	4
2711c	R2	75.1808	15	NEU	NEU15	6	3
2711c	R2	92.2058	11	Q	Q_NEU15	6	3
2711c	R2	110.2642	15	CON	NEU26	6	6
2711c	R2	127.2892	11	Q	Q_NEU26	6	6
2711c	R2	143.8559	15	CON	NEU25	none	0
2711c	R2	160.8809	11	Q	Q_NEU25	none	0
2711c	R2	177.6893	15	NEU	NEU29	6	1
2711c	R2	194.7143	11	Q	Q_NEU29	6	1
2711c	R2	212.2894	15	CON	NEU4	6	0
2711c	R2	229.3139	11	Q	Q_NEU4	6	0
2711c	R2	247.6228	15	NEU	NEU21	7	4
2711c	R2	264.6478	11	Q	Q_NEU21	7	4
2711c	R3	6.2664	15	CON	NEU17	8	4
2711c	R3	23.2914	11	Q	Q_NEU17	8	4
2711c	R3	40.0998	15	NEU	NEU1	7	3
2711c	R3	57.1248	11	Q	Q_NEU1	7	3
2711c	R3	75.4415	15	CON	NEU27	6	2
2711c	R3	92.4665	11	Q	Q_NEU27	6	2
2711c	R3	109.5249	15	CON	NEU10	7	none
2711c	R3	126.5499	11	Q	Q_NEU10	7	none
2711c	R3	143.6083	15	NEU	NEU11	4	7
2711c	R3	160.6333	11	Q	Q_NEU11	4	7
2711c	R3	178.6917	15	CON	NEU18	7	3
2711c	R3	195.7162	11	Q	Q_NEU18	7	3
2711c	R3	213.7751	15	NEU	NEU23	3	none
2711c	R3	230.8001	11	Q	Q_NEU23	3	none
2711c	R3	248.6168	15	NEU	NEU9	none	4
2711c	R3	265.6418	11	Q	Q_NEU9	none	4
2711d	R1	5.5129	15	NEU	NEU24	7	4
2711d	R1	22.5379	11	Q	Q_NEU24	7	4
2711d	R1	40.5963	15	CON	NEU5	7	6
2711d	R1	57.6213	11	Q	Q_NEU5	7	6
2711d	R1	75.4296	15	CON	NEU3	4	6
2711d	R1	92.4547	11	Q	Q_NEU3	4	6
2711d	R1	109.013	15	NEU	NEU6	4	4
2711d	R1	126.0381	11	Q	Q_NEU6	4	4
2711d	R1	143.3464	15	CON	NEU2	3	6
2711d	R1	160.3798	11	Q	Q_NEU2	3	6
2711d	R1	178.1881	15	NEU	NEU12	3	6
2711d	R1	195.2126	11	Q	Q_NEU12	3	6
2711d	R1	213.0215	15	NEU	NEU30	6	6
2711d	R1	230.046	11	Q	Q_NEU30	6	6
2711d	R1	246.6049	15	CON	NEU22	4	6
2711d	R1	263.6299	11	Q	Q_NEU22	4	6
2711d	R2	7.2652	15	CON	NEU16	6	6
2711d	R2	24.2902	11	Q	Q_NEU16	6	6
2711d	R2	41.3486	15	NEU	NEU14	8	6
2711d	R2	58.3736	11	Q	Q_NEU14	8	6
2711d	R2	75.182	15	NEU	NEU15	2	7
2711d	R2	92.207	11	Q	Q_NEU15	2	7
2711d	R2	110.2737	15	CON	NEU26	3	6
2711d	R2	127.2987	11	Q	Q_NEU26	3	6
2711d	R2	143.8571	15	CON	NEU25	4	6
2711d	R2	160.8905	11	Q	Q_NEU25	4	6
2711d	R2	177.6988	15	NEU	NEU29	7	6
2711d	R2	194.7238	11	Q	Q_NEU29	7	6
2711d	R2	212.2822	15	CON	NEU4	3	6
2711d	R2	229.3067	11	Q	Q_NEU4	3	6
2711d	R2	247.6156	15	NEU	NEU21	6	7
2711d	R2	264.64	11	Q	Q_NEU21	6	7
2711d	R3	6.265	15	CON	NEU17	7	6
2711d	R3	23.29	11	Q	Q_NEU17	7	6
2711d	R3	40.1067	15	NEU	NEU1	7	6
2711d	R3	57.1317	11	Q	Q_NEU1	7	6
2711d	R3	75.4401	15	CON	NEU27	2	7
2711d	R3	92.4651	11	Q	Q_NEU27	2	7
2711d	R3	109.5318	15	CON	NEU10	3	7
2711d	R3	126.5568	11	Q	Q_NEU10	3	7
2711d	R3	143.6152	15	NEU	NEU11	3	7
2711d	R3	160.6402	11	Q	Q_NEU11	3	7
2711d	R3	178.6986	15	CON	NEU18	4	6
2711d	R3	195.7236	11	Q	Q_NEU18	4	6
2711d	R3	213.782	15	NEU	NEU23	9	7
2711d	R3	230.807	11	Q	Q_NEU23	9	7
2711d	R3	248.6154	15	NEU	NEU9	2	7
2711d	R3	265.6487	11	Q	Q_NEU9	2	7
2711f	R1	5.5142	15	NEU	NEU24	4	0
2711f	R1	22.5393	11	Q	Q_NEU24	4	0
2711f	R1	40.5976	15	CON	NEU5	6	1
2711f	R1	57.6226	11	Q	Q_NEU5	6	1
2711f	R1	75.4393	15	CON	NEU3	8	1
2711f	R1	92.481	11	Q	Q_NEU3	8	1
2711f	R1	109.0394	15	NEU	NEU6	4	1
2711f	R1	126.0644	11	Q	Q_NEU6	4	1
2711f	R1	143.3728	15	CON	NEU2	none	0
2711f	R1	160.3978	11	Q	Q_NEU2	none	0
2711f	R1	178.2061	15	NEU	NEU12	8	2
2711f	R1	195.2306	11	Q	Q_NEU12	8	2
2711f	R1	213.0395	15	NEU	NEU30	none	0
2711f	R1	230.064	11	Q	Q_NEU30	none	0
2711f	R1	246.6229	15	CON	NEU22	none	0
2711f	R1	263.6479	11	Q	Q_NEU22	none	0
2711f	R2	7.2712	15	CON	NEU16	7	1
2711f	R2	24.3046	11	Q	Q_NEU16	7	1
2711f	R2	41.363	15	NEU	NEU14	8	0
2711f	R2	58.388	11	Q	Q_NEU14	8	0
2711f	R2	75.2047	15	NEU	NEU15	4	0
2711f	R2	92.2297	11	Q	Q_NEU15	4	0
2711f	R2	110.2881	15	CON	NEU26	4	1
2711f	R2	127.3126	11	Q	Q_NEU26	4	1
2711f	R2	143.8714	15	CON	NEU25	none	0
2711f	R2	160.8964	11	Q	Q_NEU25	none	0
2711f	R2	177.7048	15	NEU	NEU29	6	0
2711f	R2	194.7382	11	Q	Q_NEU29	6	0
2711f	R2	212.3132	15	CON	NEU4	none	0
2711f	R2	229.3382	11	Q	Q_NEU4	none	0
2711f	R2	247.6466	15	NEU	NEU21	none	0
2711f	R2	264.6716	11	Q	Q_NEU21	none	0
2711f	R3	6.2668	15	CON	NEU17	7	3
2711f	R3	23.2918	11	Q	Q_NEU17	7	3
2711f	R3	40.1002	15	NEU	NEU1	6	1
2711f	R3	57.1252	11	Q	Q_NEU1	6	1
2711f	R3	75.4335	15	CON	NEU27	7	1
2711f	R3	92.4586	11	Q	Q_NEU27	7	1
2711f	R3	109.5169	15	CON	NEU10	9	0
2711f	R3	126.5414	11	Q	Q_NEU10	9	0
2711f	R3	143.6003	15	NEU	NEU11	none	1
2711f	R3	160.6253	11	Q	Q_NEU11	none	1
2711f	R3	178.692	15	CON	NEU18	8	1
2711f	R3	195.7171	11	Q	Q_NEU18	8	1
2711f	R3	213.7754	15	NEU	NEU23	8	0
2711f	R3	230.8004	11	Q	Q_NEU23	8	0
2711f	R3	248.6171	15	NEU	NEU9	7	0
2711f	R3	265.6416	11	Q	Q_NEU9	7	0
2711g	R1	5.5129	15	NEU	NEU24	7	6
2711g	R1	22.5374	11	Q	Q_NEU24	7	6
2711g	R1	40.5963	15	CON	NEU5	4	8
2711g	R1	57.6213	11	Q	Q_NEU5	4	8
2711g	R1	75.4296	15	CON	NEU3	8	7
2711g	R1	92.4547	11	Q	Q_NEU3	8	7
2711g	R1	109.013	15	NEU	NEU6	8	8
2711g	R1	126.0375	11	Q	Q_NEU6	8	8
2711g	R1	143.3548	15	CON	NEU2	7	6
2711g	R1	160.3798	11	Q	Q_NEU2	7	6
2711g	R1	178.1881	15	NEU	NEU12	10	8
2711g	R1	195.2126	11	Q	Q_NEU12	10	8
2711g	R1	213.0299	15	NEU	NEU30	9	9
2711g	R1	230.0632	11	Q	Q_NEU30	9	9
2711g	R1	246.6299	15	CON	NEU22	3	8
2711g	R1	263.6549	11	Q	Q_NEU22	3	8
2711g	R2	7.2665	15	CON	NEU16	9	9
2711g	R2	24.2915	11	Q	Q_NEU16	9	9
2711g	R2	41.3582	15	NEU	NEU14	10	9
2711g	R2	58.3827	11	Q	Q_NEU14	10	9
2711g	R2	75.1916	15	NEU	NEU15	2	8
2711g	R2	92.2166	11	Q	Q_NEU15	2	8
2711g	R2	110.275	15	CON	NEU26	8	6
2711g	R2	127.3	11	Q	Q_NEU26	8	6
2711g	R2	143.8584	15	CON	NEU25	8	9
2711g	R2	160.8917	11	Q	Q_NEU25	8	9
2711g	R2	177.7001	15	NEU	NEU29	6	2
2711g	R2	194.7251	11	Q	Q_NEU29	6	2
2711g	R2	212.2835	15	CON	NEU4	7	0
2711g	R2	229.3085	11	Q	Q_NEU4	7	0
2711g	R2	247.6169	15	NEU	NEU21	3	7
2711g	R2	264.6413	11	Q	Q_NEU21	3	7
2711g	R3	6.2698	15	CON	NEU17	7	4
2711g	R3	23.2948	11	Q	Q_NEU17	7	4
2711g	R3	40.1032	15	NEU	NEU1	3	9
2711g	R3	57.1449	11	Q	Q_NEU1	3	9
2711g	R3	75.4532	15	CON	NEU27	1	8
2711g	R3	92.4776	11	Q	Q_NEU27	1	8
2711g	R3	109.5366	15	CON	NEU10	6	2
2711g	R3	126.5616	11	Q	Q_NEU10	6	2
2711g	R3	143.62	15	NEU	NEU11	1	9
2711g	R3	160.6449	11	Q	Q_NEU11	1	9
2711g	R3	178.7034	15	CON	NEU18	8	9
2711g	R3	195.7284	11	Q	Q_NEU18	8	9
2711g	R3	213.7951	15	NEU	NEU23	1	9
2711g	R3	230.8201	11	Q	Q_NEU23	1	9
2711g	R3	248.6285	15	NEU	NEU9	6	3
2711g	R3	265.6535	11	Q	Q_NEU9	6	3
2711h	R1	5.5131	15	NEU	NEU24	6	4
2711h	R1	22.5376	11	Q	Q_NEU24	6	4
2711h	R1	40.6048	15	CON	NEU5	6	none
2711h	R1	57.6298	11	Q	Q_NEU5	6	none
2711h	R1	75.4382	15	CON	NEU3	6	none
2711h	R1	92.4632	11	Q	Q_NEU3	6	none
2711h	R1	109.0216	15	NEU	NEU6	6	none
2711h	R1	126.0466	11	Q	Q_NEU6	6	none
2711h	R1	143.3633	15	CON	NEU2	6	none
2711h	R1	160.3883	11	Q	Q_NEU2	6	none
2711h	R1	178.1967	15	NEU	NEU12	7	none
2711h	R1	195.2217	11	Q	Q_NEU12	7	none
2711h	R1	213.03	15	NEU	NEU30	none	none
2711h	R1	230.0551	11	Q	Q_NEU30	none	none
2711h	R1	246.6134	15	CON	NEU22	4	none
2711h	R1	263.6384	11	Q	Q_NEU22	4	none
2711h	R2	7.2635	15	CON	NEU16	6	2
2711h	R2	24.2885	11	Q	Q_NEU16	6	2
2711h	R2	41.3469	15	NEU	NEU14	6	0
2711h	R2	58.3713	11	Q	Q_NEU14	6	0
2711h	R2	75.1803	15	NEU	NEU15	7	1
2711h	R2	92.2053	11	Q	Q_NEU15	7	1
2711h	R2	110.272	15	CON	NEU26	8	3
2711h	R2	127.2964	11	Q	Q_NEU26	8	3
2711h	R2	143.8637	15	CON	NEU25	6	0
2711h	R2	160.8887	11	Q	Q_NEU25	6	0
2711h	R2	177.7054	15	NEU	NEU29	6	1
2711h	R2	194.7304	11	Q	Q_NEU29	6	1
2711h	R2	212.2888	15	CON	NEU4	6	0
2711h	R2	229.3222	11	Q	Q_NEU4	6	0
2711h	R2	247.6389	15	NEU	NEU21	6	1
2711h	R2	264.6634	11	Q	Q_NEU21	6	1
2711h	R3	6.2693	15	CON	NEU17	none	0
2711h	R3	23.2943	11	Q	Q_NEU17	none	0
2711h	R3	40.1027	15	NEU	NEU1	none	0
2711h	R3	57.1277	11	Q	Q_NEU1	none	0
2711h	R3	75.4361	15	CON	NEU27	none	0
2711h	R3	92.4611	11	Q	Q_NEU27	none	0
2711h	R3	109.5195	15	CON	NEU10	4	1
2711h	R3	126.5528	11	Q	Q_NEU10	4	1
2711h	R3	143.6112	15	NEU	NEU11	none	0
2711h	R3	160.6357	11	Q	Q_NEU11	none	0
2711h	R3	178.7029	15	CON	NEU18	none	1
2711h	R3	195.7279	11	Q	Q_NEU18	none	1
2711h	R3	213.7863	15	NEU	NEU23	none	0
2711h	R3	230.8113	11	Q	Q_NEU23	none	0
2711h	R3	248.628	15	NEU	NEU9	none	1
2711h	R3	265.653	11	Q	Q_NEU9	none	1
2711i	R1	5.5189	15	NEU	NEU24	none	3
2711i	R1	22.544	11	Q	Q_NEU24	none	3
2711i	R1	40.6023	15	CON	NEU5	9	6
2711i	R1	57.6274	11	Q	Q_NEU5	9	6
2711i	R1	75.4357	15	CON	NEU3	7	6
2711i	R1	92.4607	11	Q	Q_NEU3	7	6
2711i	R1	109.0274	15	NEU	NEU6	10	8
2711i	R1	126.0525	11	Q	Q_NEU6	10	8
2711i	R1	143.3608	15	CON	NEU2	9	8
2711i	R1	160.3858	11	Q	Q_NEU2	9	8
2711i	R1	178.1942	15	NEU	NEU12	10	8
2711i	R1	195.2187	11	Q	Q_NEU12	10	8
2711i	R1	213.0276	15	NEU	NEU30	4	8
2711i	R1	230.0526	11	Q	Q_NEU30	4	8
2711i	R1	246.6193	15	CON	NEU22	none	7
2711i	R1	263.6437	11	Q	Q_NEU22	none	7
2711i	R2	7.262	15	CON	NEU16	7	7
2711i	R2	24.287	11	Q	Q_NEU16	7	7
2711i	R2	41.3454	15	NEU	NEU14	10	7
2711i	R2	58.3704	11	Q	Q_NEU14	10	7
2711i	R2	75.1788	15	NEU	NEU15	4	8
2711i	R2	92.2033	11	Q	Q_NEU15	4	8
2711i	R2	110.2622	15	CON	NEU26	10	8
2711i	R2	127.2872	11	Q	Q_NEU26	10	8
2711i	R2	143.8456	15	CON	NEU25	none	8
2711i	R2	160.87	11	Q	Q_NEU25	none	8
2711i	R2	177.6789	15	NEU	NEU29	8	8
2711i	R2	194.7035	11	Q	Q_NEU29	8	8
2711i	R2	212.2623	15	CON	NEU4	6	8
2711i	R2	229.2873	11	Q	Q_NEU4	6	8
2711i	R2	247.5957	15	NEU	NEU21	none	8
2711i	R2	264.6207	11	Q	Q_NEU21	none	8
2711i	R3	6.2757	15	CON	NEU17	7	7
2711i	R3	23.3007	11	Q	Q_NEU17	7	7
2711i	R3	40.1091	15	NEU	NEU1	7	8
2711i	R3	57.1341	11	Q	Q_NEU1	7	8
2711i	R3	75.4425	15	CON	NEU27	none	7
2711i	R3	92.4675	11	Q	Q_NEU27	none	7
2711i	R3	109.5258	15	CON	NEU10	6	7
2711i	R3	126.5509	11	Q	Q_NEU10	6	7
2711i	R3	143.6176	15	NEU	NEU11	8	7
2711i	R3	160.6426	11	Q	Q_NEU11	8	7
2711i	R3	178.7009	15	CON	NEU18	10	7
2711i	R3	195.7343	11	Q	Q_NEU18	10	7
2711i	R3	213.801	15	NEU	NEU23	4	7
2711i	R3	230.826	11	Q	Q_NEU23	4	7
2711i	R3	248.6427	15	NEU	NEU9	4	7
2711i	R3	265.6677	11	Q	Q_NEU9	4	7
2811c	R1	5.5155	15	ANG	ANG21	2	6
2811c	R1	22.5405	11	Q	Q_ANG21	2	6
2811c	R1	40.5989	15	CON	NEU5	6	1
2811c	R1	57.6239	11	Q	Q_NEU5	6	1
2811c	R1	75.4322	15	CON	NEU3	1	7
2811c	R1	92.4573	11	Q	Q_NEU3	1	7
2811c	R1	109.0156	15	ANG	ANG12	none	1
2811c	R1	126.0406	11	Q	Q_ANG12	none	1
2811c	R1	143.349	15	CON	NEU2	8	8
2811c	R1	160.374	11	Q	Q_NEU2	8	8
2811c	R1	178.1824	15	ANG	ANG3	1	7
2811c	R1	195.2074	11	Q	Q_ANG3	1	7
2811c	R1	213.0241	15	ANG	ANG20	0	8
2811c	R1	230.0491	11	Q	Q_ANG20	0	8
2811c	R1	246.6075	15	CON	NEU22	4	6
2811c	R1	263.6325	11	Q	Q_NEU22	4	6
2811c	R2	7.2644	15	CON	NEU16	7	7
2811c	R2	24.2978	11	Q	Q_NEU16	7	7
2811c	R2	41.3645	15	ANG	ANG8	0	8
2811c	R2	58.3895	11	Q	Q_ANG8	0	8
2811c	R2	75.1979	15	ANG	ANG30	2	7
2811c	R2	92.2229	11	Q	Q_ANG30	2	7
2811c	R2	110.2812	15	CON	NEU26	6	2
2811c	R2	127.3063	11	Q	Q_NEU26	6	2
2811c	R2	143.873	15	CON	NEU25	7	6
2811c	R2	160.898	11	Q	Q_NEU25	7	6
2811c	R2	177.723	15	ANG	ANG9	2	8
2811c	R2	194.7474	11	Q	Q_ANG9	2	8
2811c	R2	212.3064	15	CON	NEU4	none	0
2811c	R2	229.3397	11	Q	Q_NEU4	none	0
2811c	R2	247.6481	15	ANG	ANG6	0	8
2811c	R2	264.6731	11	Q	Q_ANG6	0	8
2811c	R3	6.2663	15	CON	NEU17	6	6
2811c	R3	23.2913	11	Q	Q_NEU17	6	6
2811c	R3	40.108	15	ANG	ANG25	0	7
2811c	R3	57.1324	11	Q	Q_ANG25	0	7
2811c	R3	75.4414	15	CON	NEU27	6	1
2811c	R3	92.4664	11	Q	Q_NEU27	6	1
2811c	R3	109.5248	15	CON	NEU10	6	4
2811c	R3	126.5498	11	Q	Q_NEU10	6	4
2811c	R3	143.6082	15	ANG	ANG7	0	8
2811c	R3	160.6332	11	Q	Q_ANG7	0	8
2811c	R3	178.6999	15	CON	NEU18	7	6
2811c	R3	195.7249	11	Q	Q_NEU18	7	6
2811c	R3	213.7833	15	ANG	ANG1	2	7
2811c	R3	230.8083	11	Q	Q_ANG1	2	7
2811c	R3	248.6166	15	ANG	ANG17	3	3
2811c	R3	265.65	11	Q	Q_ANG17	3	3
2811d	R1	5.5183	15	ANG	ANG21	3	5
2811d	R1	22.5433	11	Q	Q_ANG21	3	5
2811d	R1	40.6017	15	CON	NEU5	8	6
2811d	R1	57.626	11	Q	Q_NEU5	8	6
2811d	R1	75.435	15	CON	NEU3	7	6
2811d	R1	92.4684	11	Q	Q_NEU3	7	6
2811d	R1	109.0267	15	ANG	ANG12	3	5
2811d	R1	126.0512	11	Q	Q_ANG12	3	5
2811d	R1	143.3601	15	CON	NEU2	7	3
2811d	R1	160.3845	11	Q	Q_NEU2	7	3
2811d	R1	178.1935	15	ANG	ANG3	2	6
2811d	R1	195.2185	11	Q	Q_ANG3	2	6
2811d	R1	213.0269	15	ANG	ANG20	2	6
2811d	R1	230.0519	11	Q	Q_ANG20	2	6
2811d	R1	246.6102	15	CON	NEU22	none	4
2811d	R1	263.6353	11	Q	Q_NEU22	none	4
2811d	R2	7.2695	15	CON	NEU16	6	4
2811d	R2	24.2945	11	Q	Q_NEU16	6	4
2811d	R2	41.3529	15	ANG	ANG8	0	6
2811d	R2	58.3862	11	Q	Q_ANG8	0	6
2811d	R2	75.1946	15	ANG	ANG30	2	7
2811d	R2	92.228	11	Q	Q_ANG30	2	7
2811d	R2	110.2863	15	CON	NEU26	8	6
2811d	R2	127.3113	11	Q	Q_NEU26	8	6
2811d	R2	143.8697	15	CON	NEU25	none	none
2811d	R2	160.8947	11	Q	Q_NEU25	none	none
2811d	R2	177.7031	15	ANG	ANG9	3	6
2811d	R2	194.7364	11	Q	Q_ANG9	3	6
2811d	R2	212.3031	15	CON	NEU4	none	none
2811d	R2	229.3276	11	Q	Q_NEU4	none	none
2811d	R2	247.6365	15	ANG	ANG6	3	none
2811d	R2	264.6615	11	Q	Q_ANG6	3	none
2811d	R3	6.2684	15	CON	NEU17	6	5
2811d	R3	23.2935	11	Q	Q_NEU17	6	5
2811d	R3	40.1018	15	ANG	ANG25	1	7
2811d	R3	57.1268	11	Q	Q_ANG25	1	7
2811d	R3	75.4352	15	CON	NEU27	6	none
2811d	R3	92.4602	11	Q	Q_NEU27	6	none
2811d	R3	109.5186	15	CON	NEU10	none	none
2811d	R3	126.5436	11	Q	Q_NEU10	none	none
2811d	R3	143.602	15	ANG	ANG7	3	none
2811d	R3	160.627	11	Q	Q_ANG7	3	none
2811d	R3	178.6853	15	CON	NEU18	6	3
2811d	R3	195.7104	11	Q	Q_NEU18	6	3
2811d	R3	213.7687	15	ANG	ANG1	2	7
2811d	R3	230.7937	11	Q	Q_ANG1	2	7
2811d	R3	248.6021	15	ANG	ANG17	3	6
2811d	R3	265.6438	11	Q	Q_ANG17	3	6
2811e	R1	5.5175	15	ANG	ANG21	1	8
2811e	R1	22.5426	11	Q	Q_ANG21	1	8
2811e	R1	40.6093	15	CON	NEU5	none	1
2811e	R1	57.6426	11	Q	Q_NEU5	none	1
2811e	R1	75.451	15	CON	NEU3	7	4
2811e	R1	92.476	11	Q	Q_NEU3	7	4
2811e	R1	109.0344	15	ANG	ANG12	3	5
2811e	R1	126.0588	11	Q	Q_ANG12	3	5
2811e	R1	143.3677	15	CON	NEU2	6	0
2811e	R1	160.4011	11	Q	Q_NEU2	6	0
2811e	R1	178.2095	15	ANG	ANG3	0	8
2811e	R1	195.2345	11	Q	Q_ANG3	0	8
2811e	R1	213.0512	15	ANG	ANG20	1	8
2811e	R1	230.0762	11	Q	Q_ANG20	1	8
2811e	R1	246.6429	15	CON	NEU22	7	2
2811e	R1	263.6679	11	Q	Q_NEU22	7	2
2811e	R2	7.2648	15	CON	NEU16	8	4
2811e	R2	24.2898	11	Q	Q_NEU16	8	4
2811e	R2	41.3482	15	ANG	ANG8	2	none
2811e	R2	58.3727	11	Q	Q_ANG8	2	none
2811e	R2	75.1816	15	ANG	ANG30	0	10
2811e	R2	92.2066	11	Q	Q_ANG30	0	10
2811e	R2	110.265	15	CON	NEU26	none	2
2811e	R2	127.29	11	Q	Q_NEU26	none	2
2811e	R2	143.8483	15	CON	NEU25	6	3
