participant_id	run	onset	duration	trial_type	trial_code	valence	arousal
0412b	R1	22.5364	11	Q	Q_HOP22	9	6
0412b	R1	40.5949	15	CON	NEU5	7	6
0412b	R1	57.6282	11	Q	Q_NEU5	7	6
0412b	R1	75.4366	15	CON	NEU3	7	none
0412b	R1	92.4616	11	Q	Q_NEU3	7	none
0412b	R1	109.02	15	HOP	HOP19	8	6
0412b	R1	126.045	11	Q	Q_HOP19	8	6
0412b	R1	143.3534	15	CON	NEU2	6	none
0412b	R1	160.3784	11	Q	Q_NEU2	6	none
0412b	R1	178.1951	15	HOP	HOP7	8	6
0412b	R1	195.2201	11	Q	Q_HOP7	8	6
0412b	R1	213.0285	15	HOP	HOP15	9	6
0412b	R1	230.0535	11	Q	Q_HOP15	9	6
0412b	R1	246.6201	15	CON	NEU22	4	none
0412b	R1	263.6452	11	Q	Q_NEU22	4	none
0412b	R2	7.2622	15	CON	NEU16	6	4
0412b	R2	24.2872	11	Q	Q_NEU16	6	4
0412b	R2	41.3456	15	HOP	HOP23	9	6
0412b	R2	58.3706	11	Q	Q_HOP23	9	6
0412b	R2	75.179	15	HOP	HOP13	8	6
0412b	R2	92.2124	11	Q	Q_HOP13	8	6
0412b	R2	110.2707	15	CON	NEU26	6	none
0412b	R2	127.2958	11	Q	Q_NEU26	6	none
0412b	R2	143.8541	15	CON	NEU25	7	6
0412b	R2	160.8791	11	Q	Q_NEU25	7	6
0412b	R2	177.6875	15	HOP	HOP5	8	6
0412b	R2	194.7125	11	Q	Q_HOP5	8	6
0412b	R2	212.2708	15	CON	NEU4	6	4
0412b	R2	229.2959	11	Q	Q_NEU4	6	4
0412b	R2	247.6042	15	HOP	HOP26	6	6
0412b	R2	264.6293	11	Q	Q_HOP26	6	6
0412b	R3	6.2652	15	CON	NEU17	6	3
0412b	R3	23.2902	11	Q	Q_NEU17	6	3
0412b	R3	40.1069	15	HOP	HOP17	8	4
0412b	R3	57.132	11	Q	Q_HOP17	8	4
0412b	R3	75.4487	15	CON	NEU27	6	3
0412b	R3	92.4737	11	Q	Q_NEU27	6	3
0412b	R3	109.5404	15	CON	NEU10	6	3
0412b	R3	126.5654	11	Q	Q_NEU10	6	3
0412b	R3	143.6321	15	HOP	HOP16	6	6
0412b	R3	160.6654	11	Q	Q_HOP16	6	6
0412b	R3	178.7322	15	CON	NEU18	6	none
0412b	R3	195.7572	11	Q	Q_NEU18	6	none
0412b	R3	213.8156	15	HOP	HOP11	6	4
0412b	R3	230.8406	11	Q	Q_HOP11	6	4
0412b	R3	248.6489	15	HOP	HOP27	7	6
0412b	R3	265.674	11	Q	Q_HOP27	7	6
0412c	R1	5.5175	15	HOP	HOP22	10	5
0412c	R1	22.5425	11	Q	Q_HOP22	10	5
0412c	R1	40.6009	15	CON	NEU5	10	2
0412c	R1	57.6259	11	Q	Q_NEU5	10	2
0412c	R1	75.4343	15	CON	NEU3	8	6
0412c	R1	92.4593	11	Q	Q_NEU3	8	6
0412c	R1	109.0177	15	HOP	HOP19	8	1
0412c	R1	126.0427	11	Q	Q_HOP19	8	1
0412c	R1	143.3511	15	CON	NEU2	6	4
0412c	R1	160.3761	11	Q	Q_NEU2	6	4
0412c	R1	178.1844	15	HOP	HOP7	10	7
0412c	R1	195.2095	11	Q	Q_HOP7	10	7
0412c	R1	213.0179	15	HOP	HOP15	9	6
0412c	R1	230.0429	11	Q	Q_HOP15	9	6
0412c	R1	246.6013	15	CON	NEU22	5	0
0412c	R1	263.6346	11	Q	Q_NEU22	5	0
0412c	R2	7.2673	15	CON	NEU16	8	0
0412c	R2	24.2923	11	Q	Q_NEU16	8	0
0412c	R2	41.359	15	HOP	HOP23	10	8
0412c	R2	58.384	11	Q	Q_HOP23	10	8
0412c	R2	75.1924	15	HOP	HOP13	1	10
0412c	R2	92.2174	11	Q	Q_HOP13	1	10
0412c	R2	110.2841	15	CON	NEU26	7	6
0412c	R2	127.3092	11	Q	Q_NEU26	7	6
0412c	R2	143.8675	15	CON	NEU25	none	3
0412c	R2	160.8926	11	Q	Q_NEU25	none	3
0412c	R2	177.7009	15	HOP	HOP5	10	2
0412c	R2	194.7259	11	Q	Q_HOP5	10	2
0412c	R2	212.2843	15	CON	NEU4	none	2
0412c	R2	229.3177	11	Q	Q_NEU4	none	2
0412c	R2	247.626	15	HOP	HOP26	5	10
0412c	R2	264.6511	11	Q	Q_HOP26	5	10
0412c	R3	6.2746	15	CON	NEU17	1	6
0412c	R3	23.2997	11	Q	Q_NEU17	1	6
0412c	R3	40.1164	15	HOP	HOP17	10	5
0412c	R3	57.1414	11	Q	Q_HOP17	10	5
0412c	R3	75.4498	15	CON	NEU27	none	2
0412c	R3	92.4748	11	Q	Q_NEU27	none	2
0412c	R3	109.5331	15	CON	NEU10	8	7
0412c	R3	126.5582	11	Q	Q_NEU10	8	7
0412c	R3	143.6166	15	HOP	HOP16	7	6
0412c	R3	160.6416	11	Q	Q_HOP16	7	6
0412c	R3	178.7083	15	CON	NEU18	10	6
0412c	R3	195.7333	11	Q	Q_NEU18	10	6
0412c	R3	213.8	15	HOP	HOP11	8	6
0412c	R3	230.8334	11	Q	Q_HOP11	8	6
0412c	R3	248.6417	15	HOP	HOP27	10	10
0412c	R3	265.6668	11	Q	Q_HOP27	10	10
0412d	R1	5.5168	15	HOP	HOP22	6	3
0412d	R1	22.5411	11	Q	Q_HOP22	6	3
0412d	R1	40.6002	15	CON	NEU5	7	6
0412d	R1	57.6336	11	Q	Q_NEU5	7	6
0412d	R1	75.4419	15	CON	NEU3	10	7
0412d	R1	92.4669	11	Q	Q_NEU3	10	7
0412d	R1	109.0253	15	HOP	HOP19	10	7
0412d	R1	126.0503	11	Q	Q_HOP19	10	7
0412d	R1	143.3586	15	CON	NEU2	10	6
0412d	R1	160.3837	11	Q	Q_NEU2	10	6
0412d	R1	178.2004	15	HOP	HOP7	7	3
0412d	R1	195.2255	11	Q	Q_HOP7	7	3
0412d	R1	213.0338	15	HOP	HOP15	7	3
0412d	R1	230.0588	11	Q	Q_HOP15	7	3
0412d	R1	246.6172	15	CON	NEU22	7	2
0412d	R1	263.6422	11	Q	Q_NEU22	7	2
0412d	R2	7.2671	15	CON	NEU16	7	3
0412d	R2	24.2921	11	Q	Q_NEU16	7	3
0412d	R2	41.3505	15	HOP	HOP23	10	7
0412d	R2	58.3755	11	Q	Q_HOP23	10	7
0412d	R2	75.1839	15	HOP	HOP13	7	2
0412d	R2	92.2089	11	Q	Q_HOP13	7	2
0412d	R2	110.2673	15	CON	NEU26	6	0
0412d	R2	127.2923	11	Q	Q_NEU26	6	0
0412d	R2	143.8507	15	CON	NEU25	6	0
0412d	R2	160.8757	11	Q	Q_NEU25	6	0
0412d	R2	177.6841	15	HOP	HOP5	9	6
0412d	R2	194.7091	11	Q	Q_HOP5	9	6
0412d	R2	212.2758	15	CON	NEU4	none	0
0412d	R2	229.3008	11	Q	Q_NEU4	none	0
0412d	R2	247.6092	15	HOP	HOP26	7	1
0412d	R2	264.6342	11	Q	Q_HOP26	7	1
0412d	R3	6.2613	15	CON	NEU17	10	7
0412d	R3	23.2863	11	Q	Q_NEU17	10	7
0412d	R3	40.0946	15	HOP	HOP17	10	7
0412d	R3	57.1197	11	Q	Q_HOP17	10	7
0412d	R3	75.4364	15	CON	NEU27	6	1
0412d	R3	92.4614	11	Q	Q_NEU27	6	1
0412d	R3	109.5198	15	CON	NEU10	none	2
0412d	R3	126.5448	11	Q	Q_NEU10	none	2
0412d	R3	143.6114	15	HOP	HOP16	7	none
0412d	R3	160.6365	11	Q	Q_HOP16	7	none
0412d	R3	178.7032	15	CON	NEU18	9	6
0412d	R3	195.7283	11	Q	Q_NEU18	9	6
0412d	R3	213.7866	15	HOP	HOP11	9	7
0412d	R3	230.8116	11	Q	Q_HOP11	9	7
0412d	R3	248.62	15	HOP	HOP27	10	7
0412d	R3	265.6451	11	Q	Q_HOP27	10	7
0412e	R1	5.5128	15	HOP	HOP22	6	3
0412e	R1	22.5378	11	Q	Q_HOP22	6	3
0412e	R1	40.5962	15	CON	NEU5	5	0
0412e	R1	57.6212	11	Q	Q_NEU5	5	0
0412e	R1	75.4296	15	CON	NEU3	none	0
0412e	R1	92.4546	11	Q	Q_NEU3	none	0
0412e	R1	109.013	15	HOP	HOP19	none	2
0412e	R1	126.038	11	Q	Q_HOP19	none	2
0412e	R1	143.3464	15	CON	NEU2	none	0
0412e	R1	160.3714	11	Q	Q_NEU2	none	0
0412e	R1	178.1798	15	HOP	HOP7	4	2
0412e	R1	195.2048	11	Q	Q_HOP7	4	2
0412e	R1	213.0132	15	HOP	HOP15	6	2
0412e	R1	230.0382	11	Q	Q_HOP15	6	2
0412e	R1	246.5966	15	CON	NEU22	none	0
0412e	R1	263.6216	11	Q	Q_NEU22	none	0
0412e	R2	7.2709	15	CON	NEU16	none	0
0412e	R2	24.2959	11	Q	Q_NEU16	none	0
0412e	R2	41.3626	15	HOP	HOP23	6	1
0412e	R2	58.3875	11	Q	Q_HOP23	6	1
0412e	R2	75.196	15	HOP	HOP13	none	2
0412e	R2	92.221	11	Q	Q_HOP13	none	2
0412e	R2	110.3211	15	CON	NEU26	none	0
0412e	R2	127.3461	11	Q	Q_NEU26	none	0
0412e	R2	143.9128	15	CON	NEU25	none	0
0412e	R2	160.9377	11	Q	Q_NEU25	none	0
0412e	R2	177.7545	15	HOP	HOP5	6	1
0412e	R2	194.7796	11	Q	Q_HOP5	6	1
0412e	R2	212.3379	15	CON	NEU4	none	0
0412e	R2	229.3629	11	Q	Q_NEU4	none	0
0412e	R2	247.6796	15	HOP	HOP26	6	0
0412e	R2	264.7046	11	Q	Q_HOP26	6	0
0412e	R3	6.2621	15	CON	NEU17	none	0
0412e	R3	23.2872	11	Q	Q_NEU17	none	0
0412e	R3	40.1039	15	HOP	HOP17	7	6
0412e	R3	57.1373	11	Q	Q_HOP17	7	6
0412e	R3	75.4456	15	CON	NEU27	4	4
0412e	R3	92.4707	11	Q	Q_NEU27	4	4
0412e	R3	109.529	15	CON	NEU10	none	3
0412e	R3	126.5541	11	Q	Q_NEU10	none	3
0412e	R3	143.6124	15	HOP	HOP16	7	6
0412e	R3	160.6375	11	Q	Q_HOP16	7	6
0412e	R3	178.6958	15	CON	NEU18	none	4
0412e	R3	195.7209	11	Q	Q_NEU18	none	4
0412e	R3	213.7792	15	HOP	HOP11	6	none
0412e	R3	230.8043	11	Q	Q_HOP11	6	none
0412e	R3	248.6126	15	HOP	HOP27	7	6
0412e	R3	265.6377	11	Q	Q_HOP27	7	6
0412f	R1	5.5175	15	HOP	HOP22	9	4
0412f	R1	22.5425	11	Q	Q_HOP22	9	4
0412f	R1	40.6009	15	CON	NEU5	6	4
0412f	R1	57.6259	11	Q	Q_NEU5	6	4
0412f	R1	75.4343	15	CON	NEU3	none	4
0412f	R1	92.4593	11	Q	Q_NEU3	none	4
0412f	R1	109.0177	15	HOP	HOP19	8	6
0412f	R1	126.0427	11	Q	Q_HOP19	8	6
0412f	R1	143.3511	15	CON	NEU2	7	6
0412f	R1	160.3761	11	Q	Q_NEU2	7	6
0412f	R1	178.1845	15	HOP	HOP7	10	6
0412f	R1	195.2095	11	Q	Q_HOP7	10	6
0412f	R1	213.0171	15	HOP	HOP15	7	6
0412f	R1	230.0512	11	Q	Q_HOP15	7	6
0412f	R1	246.6096	15	CON	NEU22	none	none
0412f	R1	263.6346	11	Q	Q_NEU22	none	none
0412f	R2	7.2669	15	CON	NEU16	7	none
0412f	R2	24.2927	11	Q	Q_NEU16	7	none
0412f	R2	41.351	15	HOP	HOP23	9	7
0412f	R2	58.3761	11	Q	Q_HOP23	9	7
0412f	R2	75.1928	15	HOP	HOP13	7	none
0412f	R2	92.2178	11	Q	Q_HOP13	7	none
0412f	R2	110.2761	15	CON	NEU26	8	6
0412f	R2	127.3003	11	Q	Q_NEU26	8	6
0412f	R2	143.8595	15	CON	NEU25	none	3
0412f	R2	160.8846	11	Q	Q_NEU25	none	3
0412f	R2	177.6929	15	HOP	HOP5	7	6
0412f	R2	194.718	11	Q	Q_HOP5	7	6
0412f	R2	212.293	15	CON	NEU4	none	3
0412f	R2	229.318	11	Q	Q_NEU4	none	3
0412f	R2	247.6264	15	HOP	HOP26	8	none
0412f	R2	264.6514	11	Q	Q_HOP26	8	none
0412f	R3	6.2647	15	CON	NEU17	none	3
0412f	R3	23.289	11	Q	Q_NEU17	none	3
0412f	R3	40.0981	15	HOP	HOP17	8	6
0412f	R3	57.1231	11	Q	Q_HOP17	8	6
0412f	R3	75.4315	15	CON	NEU27	none	2
0412f	R3	92.4558	11	Q	Q_NEU27	none	2
0412f	R3	109.5148	15	CON	NEU10	4	none
0412f	R3	126.5482	11	Q	Q_NEU10	4	none
0412f	R3	143.6066	15	HOP	HOP16	7	none
0412f	R3	160.6316	11	Q	Q_HOP16	7	none
0412f	R3	178.69	15	CON	NEU18	7	6
0412f	R3	195.715	11	Q	Q_NEU18	7	6
0412f	R3	213.7734	15	HOP	HOP11	7	none
0412f	R3	230.7984	11	Q	Q_HOP11	7	none
0412f	R3	248.6151	15	HOP	HOP27	7	7
0412f	R3	265.6401	11	Q	Q_HOP27	7	7
0412g	R1	5.5295	15	HOP	HOP22	8	4
0412g	R1	22.5546	11	Q	Q_HOP22	8	4
0412g	R1	40.6129	15	CON	NEU5	7	2
0412g	R1	57.6372	11	Q	Q_NEU5	7	2
0412g	R1	75.4463	15	CON	NEU3	6	0
0412g	R1	92.4713	11	Q	Q_NEU3	6	0
0412g	R1	109.0297	15	HOP	HOP19	4	1
0412g	R1	126.0547	11	Q	Q_HOP19	4	1
0412g	R1	143.3631	15	CON	NEU2	6	1
0412g	R1	160.3872	11	Q	Q_NEU2	6	1
0412g	R1	178.1965	15	HOP	HOP7	10	7
0412g	R1	195.2215	11	Q	Q_HOP7	10	7
0412g	R1	213.0299	15	HOP	HOP15	7	4
0412g	R1	230.0549	11	Q	Q_HOP15	7	4
0412g	R1	246.6133	15	CON	NEU22	6	0
0412g	R1	263.6376	11	Q	Q_NEU22	6	0
0412g	R2	7.2676	15	CON	NEU16	8	3
0412g	R2	24.2926	11	Q	Q_NEU16	8	3
0412g	R2	41.351	15	HOP	HOP23	10	7
0412g	R2	58.376	11	Q	Q_HOP23	10	7
0412g	R2	75.1927	15	HOP	HOP13	7	4
0412g	R2	92.2177	11	Q	Q_HOP13	7	4
0412g	R2	110.2761	15	CON	NEU26	7	1
0412g	R2	127.3011	11	Q	Q_NEU26	7	1
0412g	R2	143.8678	15	CON	NEU25	7	0
0412g	R2	160.8928	11	Q	Q_NEU25	7	0
0412g	R2	177.7012	15	HOP	HOP5	8	3
0412g	R2	194.7252	11	Q	Q_HOP5	8	3
0412g	R2	212.2846	15	CON	NEU4	7	0
0412g	R2	229.318	11	Q	Q_NEU4	7	0
0412g	R2	247.6263	15	HOP	HOP26	8	8
0412g	R2	264.668	11	Q	Q_HOP26	8	8
0412g	R3	6.269	15	CON	NEU17	0	9
0412g	R3	23.294	11	Q	Q_NEU17	0	9
0412g	R3	40.1024	15	HOP	HOP17	9	7
0412g	R3	57.1357	11	Q	Q_HOP17	9	7
0412g	R3	75.4441	15	CON	NEU27	7	0
0412g	R3	92.4775	11	Q	Q_NEU27	7	0
0412g	R3	109.5358	15	CON	NEU10	10	0
0412g	R3	126.5609	11	Q	Q_NEU10	10	0
0412g	R3	143.6192	15	HOP	HOP16	7	5
0412g	R3	160.6443	11	Q	Q_HOP16	7	5
0412g	R3	178.7026	15	CON	NEU18	8	0
0412g	R3	195.7277	11	Q	Q_NEU18	8	0
0412g	R3	213.7944	15	HOP	HOP11	8	7
0412g	R3	230.8194	11	Q	Q_HOP11	8	7
0412g	R3	248.6277	15	HOP	HOP27	10	7
0412g	R3	265.6528	11	Q	Q_HOP27	10	7
0412h	R1	5.5194	15	HOP	HOP22	8	6
0412h	R1	22.5444	11	Q	Q_HOP22	8	6
0412h	R1	40.6111	15	CON	NEU5	7	1
0412h	R1	57.6361	11	Q	Q_NEU5	7	1
0412h	R1	75.4528	15	CON	NEU3	4	2
0412h	R1	92.4773	11	Q	Q_NEU3	4	2
0412h	R1	109.0362	15	HOP	HOP19	8	8
0412h	R1	126.0612	11	Q	Q_HOP19	8	8
0412h	R1	143.3695	15	CON	NEU2	3	1
0412h	R1	160.3946	11	Q	Q_NEU2	3	1
0412h	R1	178.203	15	HOP	HOP7	10	9
0412h	R1	195.228	11	Q	Q_HOP7	10	9
0412h	R1	213.0447	15	HOP	HOP15	8	7
0412h	R1	230.069	11	Q	Q_HOP15	8	7
0412h	R1	246.6281	15	CON	NEU22	5	1
0412h	R1	263.6531	11	Q	Q_NEU22	5	1
0412h	R2	7.268	15	CON	NEU16	none	6
0412h	R2	24.293	11	Q	Q_NEU16	none	6
0412h	R2	41.3514	15	HOP	HOP23	9	8
0412h	R2	58.3764	11	Q	Q_HOP23	9	8
0412h	R2	75.1847	15	HOP	HOP13	9	4
0412h	R2	92.2098	11	Q	Q_HOP13	9	4
0412h	R2	110.2681	15	CON	NEU26	6	6
0412h	R2	127.2932	11	Q	Q_NEU26	6	6
0412h	R2	143.8515	15	CON	NEU25	3	9
0412h	R2	160.8849	11	Q	Q_NEU25	3	9
0412h	R2	177.6932	15	HOP	HOP5	10	7
0412h	R2	194.7266	11	Q	Q_HOP5	10	7
0412h	R2	212.2849	15	CON	NEU4	5	2
0412h	R2	229.3183	11	Q	Q_NEU4	5	2
0412h	R2	247.6267	15	HOP	HOP26	0	10
0412h	R2	264.6511	11	Q	Q_HOP26	0	10
0412h	R3	6.267	15	CON	NEU17	9	8
0412h	R3	23.292	11	Q	Q_NEU17	9	8
0412h	R3	40.1004	15	HOP	HOP17	9	6
0412h	R3	57.1254	11	Q	Q_HOP17	9	6
0412h	R3	75.4338	15	CON	NEU27	4	1
0412h	R3	92.4588	11	Q	Q_NEU27	4	1
0412h	R3	109.5172	15	CON	NEU10	5	0
0412h	R3	126.5422	11	Q	Q_NEU10	5	0
0412h	R3	143.6005	15	HOP	HOP16	10	9
0412h	R3	160.6256	11	Q	Q_HOP16	10	9
0412h	R3	178.6839	15	CON	NEU18	9	8
0412h	R3	195.7089	11	Q	Q_NEU18	9	8
0412h	R3	213.784	15	HOP	HOP11	8	6
0412h	R3	230.8084	11	Q	Q_HOP11	8	6
0412h	R3	248.6257	15	HOP	HOP27	10	9
0412h	R3	265.6507	11	Q	Q_HOP27	10	9
0412i	R1	5.5172	15	HOP	HOP22	9	6
0412i	R1	22.5422	11	Q	Q_HOP22	9	6
0412i	R1	40.6089	15	CON	NEU5	6	1
0412i	R1	57.634	11	Q	Q_NEU5	6	1
0412i	R1	75.4506	15	CON	NEU3	4	3
0412i	R1	92.4757	11	Q	Q_NEU3	4	3
0412i	R1	109.034	15	HOP	HOP19	7	6
0412i	R1	126.0591	11	Q	Q_HOP19	7	6
0412i	R1	143.3674	15	CON	NEU2	7	0
0412i	R1	160.3924	11	Q	Q_NEU2	7	0
0412i	R1	178.2008	15	HOP	HOP7	9	7
0412i	R1	195.2258	11	Q	Q_HOP7	9	7
0412i	R1	213.0342	15	HOP	HOP15	7	4
0412i	R1	230.0592	11	Q	Q_HOP15	7	4
0412i	R1	246.6176	15	CON	NEU22	none	0
0412i	R1	263.6426	11	Q	Q_NEU22	none	0
0412i	R2	7.2618	15	CON	NEU16	7	4
0412i	R2	24.2869	11	Q	Q_NEU16	7	4
0412i	R2	41.3452	15	HOP	HOP23	8	3
0412i	R2	58.3703	11	Q	Q_HOP23	8	3
0412i	R2	75.1786	15	HOP	HOP13	4	3
0412i	R2	92.2036	11	Q	Q_HOP13	4	3
0412i	R2	110.2703	15	CON	NEU26	6	0
0412i	R2	127.2954	11	Q	Q_NEU26	6	0
0412i	R2	143.8621	15	CON	NEU25	none	0
0412i	R2	160.8871	11	Q	Q_NEU25	none	0
0412i	R2	177.6954	15	HOP	HOP5	8	8
0412i	R2	194.7205	11	Q	Q_HOP5	8	8
0412i	R2	212.2788	15	CON	NEU4	none	0
0412i	R2	229.3039	11	Q	Q_NEU4	none	0
0412i	R2	247.6122	15	HOP	HOP26	4	4
0412i	R2	264.6372	11	Q	Q_HOP26	4	4
0412i	R3	6.2631	15	CON	NEU17	7	6
0412i	R3	23.2881	11	Q	Q_NEU17	7	6
0412i	R3	40.0965	15	HOP	HOP17	8	7
0412i	R3	57.1215	11	Q	Q_HOP17	8	7
0412i	R3	75.4298	15	CON	NEU27	none	0
0412i	R3	92.4542	11	Q	Q_NEU27	none	0
0412i	R3	109.5132	15	CON	NEU10	7	0
0412i	R3	126.5466	11	Q	Q_NEU10	7	0
0412i	R3	143.605	15	HOP	HOP16	10	8
0412i	R3	160.63	11	Q	Q_HOP16	10	8
0412i	R3	178.705	15	CON	NEU18	7	6
0412i	R3	195.73	11	Q	Q_NEU18	7	6
0412i	R3	213.7884	15	HOP	HOP11	6	2
0412i	R3	230.8134	11	Q	Q_HOP11	6	2
0412i	R3	248.6385	15	HOP	HOP27	8	6
0412i	R3	265.6635	11	Q	Q_HOP27	8	6
0512a	R1	5.5105	15	NEU	NEU24	6	2
0512a	R1	22.5356	11	Q	Q_NEU24	6	2
0512a	R1	40.6022	15	CON	NEU5	4	6
0512a	R1	57.6273	11	Q	Q_NEU5	4	6
0512a	R1	75.4356	15	CON	NEU3	7	6
0512a	R1	92.4606	11	Q	Q_NEU3	7	6
0512a	R1	109.019	15	NEU	NEU6	none	none
0512a	R1	126.044	11	Q	Q_NEU6	none	none
0512a	R1	143.3607	15	CON	NEU2	7	3
0512a	R1	160.3857	11	Q	Q_NEU2	7	3
0512a	R1	178.194	15	NEU	NEU12	8	7
0512a	R1	195.219	11	Q	Q_NEU12	8	7
0512a	R1	213.0274	15	NEU	NEU30	3	4
0512a	R1	230.0524	11	Q	Q_NEU30	3	4
0512a	R1	246.6108	15	CON	NEU22	4	6
0512a	R1	263.6441	11	Q	Q_NEU22	4	6
0512a	R2	7.2677	15	CON	NEU16	9	7
0512a	R2	24.2927	11	Q	Q_NEU16	9	7
0512a	R2	41.351	15	NEU	NEU14	7	6
0512a	R2	58.3927	11	Q	Q_NEU14	7	6
0512a	R2	75.2011	15	NEU	NEU15	1	7
0512a	R2	92.2261	11	Q	Q_NEU15	1	7
0512a	R2	110.2844	15	CON	NEU26	10	8
0512a	R2	127.3095	11	Q	Q_NEU26	10	8
0512a	R2	143.8678	15	CON	NEU25	3	6
0512a	R2	160.8928	11	Q	Q_NEU25	3	6
0512a	R2	177.7012	15	NEU	NEU29	3	6
0512a	R2	194.7262	11	Q	Q_NEU29	3	6
0512a	R2	212.2846	15	CON	NEU4	none	2
0512a	R2	229.3096	11	Q	Q_NEU4	none	2
0512a	R2	247.6179	15	NEU	NEU21	9	7
0512a	R2	264.6429	11	Q	Q_NEU21	9	7
0512a	R3	6.2656	15	CON	NEU17	8	6
0512a	R3	23.2906	11	Q	Q_NEU17	8	6
0512a	R3	40.0989	15	NEU	NEU1	3	7
0512a	R3	57.124	11	Q	Q_NEU1	3	7
0512a	R3	75.4406	15	CON	NEU27	4	6
0512a	R3	92.4657	11	Q	Q_NEU27	4	6
0512a	R3	109.524	15	CON	NEU10	8	4
0512a	R3	126.549	11	Q	Q_NEU10	8	4
0512a	R3	143.6157	15	NEU	NEU11	7	7
0512a	R3	160.6407	11	Q	Q_NEU11	7	7
0512a	R3	178.6991	15	CON	NEU18	10	7
0512a	R3	195.7325	11	Q	Q_NEU18	10	7
0512a	R3	213.7908	15	NEU	NEU23	2	7
0512a	R3	230.8242	11	Q	Q_NEU23	2	7
0512a	R3	248.6325	15	NEU	NEU9	7	6
0512a	R3	265.6659	11	Q	Q_NEU9	7	6
0512b	R1	5.5133	15	NEU	NEU24	none	4
0512b	R1	22.5383	11	Q	Q_NEU24	none	4
0512b	R1	40.5967	15	CON	NEU5	6	4
0512b	R1	57.6217	11	Q	Q_NEU5	6	4
0512b	R1	75.4384	15	CON	NEU3	6	none
0512b	R1	92.4634	11	Q	Q_NEU3	6	none
0512b	R1	109.0218	15	NEU	NEU6	6	4
0512b	R1	126.0468	11	Q	Q_NEU6	6	4
0512b	R1	143.3552	15	CON	NEU2	7	4
0512b	R1	160.3802	11	Q	Q_NEU2	7	4
0512b	R1	178.1885	15	NEU	NEU12	8	none
0512b	R1	195.2136	11	Q	Q_NEU12	8	none
0512b	R1	213.0386	15	NEU	NEU30	4	6
0512b	R1	230.0636	11	Q	Q_NEU30	4	6
0512b	R1	246.622	15	CON	NEU22	7	6
0512b	R1	263.647	11	Q	Q_NEU22	7	6
0512b	R2	7.2622	15	CON	NEU16	8	6
0512b	R2	24.2873	11	Q	Q_NEU16	8	6
0512b	R2	41.3456	15	NEU	NEU14	7	none
0512b	R2	58.3706	11	Q	Q_NEU14	7	none
0512b	R2	75.1873	15	NEU	NEU15	6	6
0512b	R2	92.2207	11	Q	Q_NEU15	6	6
0512b	R2	110.279	15	CON	NEU26	10	6
0512b	R2	127.3041	11	Q	Q_NEU26	10	6
0512b	R2	143.8624	15	CON	NEU25	7	3
0512b	R2	160.8874	11	Q	Q_NEU25	7	3
0512b	R2	177.6958	15	NEU	NEU29	7	none
0512b	R2	194.7208	11	Q	Q_NEU29	7	none
0512b	R2	212.2792	15	CON	NEU4	6	4
0512b	R2	229.3042	11	Q	Q_NEU4	6	4
0512b	R2	247.6209	15	NEU	NEU21	7	7
0512b	R2	264.6459	11	Q	Q_NEU21	7	7
0512b	R3	6.2668	15	CON	NEU17	7	6
0512b	R3	23.2918	11	Q	Q_NEU17	7	6
0512b	R3	40.1002	15	NEU	NEU1	6	6
0512b	R3	57.1252	11	Q	Q_NEU1	6	6
0512b	R3	75.4502	15	CON	NEU27	7	6
0512b	R3	92.4752	11	Q	Q_NEU27	7	6
0512b	R3	109.5419	15	CON	NEU10	7	6
0512b	R3	126.5669	11	Q	Q_NEU10	7	6
0512b	R3	143.6253	15	NEU	NEU11	8	7
0512b	R3	160.6503	11	Q	Q_NEU11	8	7
0512b	R3	178.7087	15	CON	NEU18	8	7
0512b	R3	195.7331	11	Q	Q_NEU18	8	7
0512b	R3	213.7921	15	NEU	NEU23	4	7
0512b	R3	230.8171	11	Q	Q_NEU23	4	7
0512b	R3	248.6254	15	NEU	NEU9	none	6
0512b	R3	265.6505	11	Q	Q_NEU9	none	6
0512c	R1	5.5155	15	NEU	NEU24	7	6
0512c	R1	22.5405	11	Q	Q_NEU24	7	6
0512c	R1	40.6072	15	CON	NEU5	8	7
0512c	R1	57.6322	11	Q	Q_NEU5	8	7
0512c	R1	75.4406	15	CON	NEU3	7	2
0512c	R1	92.465	11	Q	Q_NEU3	7	2
0512c	R1	109.0323	15	NEU	NEU6	6	2
0512c	R1	126.0573	11	Q	Q_NEU6	6	2
0512c	R1	143.3656	15	CON	NEU2	6	2
0512c	R1	160.3907	11	Q	Q_NEU2	6	2
0512c	R1	178.1991	15	NEU	NEU12	8	8
0512c	R1	195.2241	11	Q	Q_NEU12	8	8
0512c	R1	213.0324	15	NEU	NEU30	7	3
0512c	R1	230.0575	11	Q	Q_NEU30	7	3
0512c	R1	246.6158	15	CON	NEU22	6	3
0512c	R1	263.6408	11	Q	Q_NEU22	6	3
0512c	R2	7.2604	15	CON	NEU16	7	7
0512c	R2	24.2854	11	Q	Q_NEU16	7	7
0512c	R2	41.352	15	NEU	NEU14	9	7
0512c	R2	58.3855	11	Q	Q_NEU14	9	7
0512c	R2	75.1938	15	NEU	NEU15	3	7
0512c	R2	92.2189	11	Q	Q_NEU15	3	7
0512c	R2	110.2772	15	CON	NEU26	8	7
0512c	R2	127.3023	11	Q	Q_NEU26	8	7
0512c	R2	143.8606	15	CON	NEU25	4	4
0512c	R2	160.8856	11	Q	Q_NEU25	4	4
